item_id,item_api_url,item_page_url,title,identifier,scan_number,printed_page,position_on_page,chapter,illustration_type,visual_typology,creators,subjects,characters,narrative_place,geographic_place,illustration_image_url,media_ids,canvas_label,canvas_id,page_iiif_image_service,page_full_image_url,x,y,w,h,match_score,match_method,iiif_region_url
229031,https://dlrc.ficlit.unibo.it/api/items/229031,https://dlrc.ficlit.unibo.it/s/lib/item/229031,"Federigo Borromeo, l'innominato e don Abbondio escono dalla stanza",Quarantana_0444_p.438_1,0444,438,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione; Potere,"Borromeo, Federigo; Innominato; Abbondio, don",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo,,https://dlrc.ficlit.unibo.it/files/original/ddab6935aab442ae02ec35c831a1de591c58de02.jpg,229536; 230040,Quarantana_0444_p.438.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p444,https://dlrc.ficlit.unibo.it/iiif/2/232489,https://dlrc.ficlit.unibo.it/iiif/2/232489/full/full/0/default.jpg,723,987,816,598,0.8625,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232489/723,987,816,598/full/0/default.jpg"
229032,https://dlrc.ficlit.unibo.it/api/items/229032,https://dlrc.ficlit.unibo.it/s/lib/item/229032,Don Abbondio ha paura dell'innominato che imbraccia la sua carabina prima di partire,Quarantana_0446_p.440_1,0446,440,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Bernard",Potere; Viaggio,"Innominato; Abbondio, don",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo,,https://dlrc.ficlit.unibo.it/files/original/aaa05659d4b5b80790a9aa48eee66b16f00e61b0.jpg,229537; 230041,Quarantana_0446_p.440.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p446,https://dlrc.ficlit.unibo.it/iiif/2/232491,https://dlrc.ficlit.unibo.it/iiif/2/232491/full/full/0/default.jpg,732,1032,816,511,0.9421,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232491/732,1032,816,511/full/0/default.jpg"
229033,https://dlrc.ficlit.unibo.it/api/items/229033,https://dlrc.ficlit.unibo.it/s/lib/item/229033,Don Abbondio sale goffamente sulla cavalcatura,Quarantana_0447_p.441_1,0447,441,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Viaggio,"Abbondio, don; Lettighiero che si reca con don Abbondio al castello dell'innominato",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo,,https://dlrc.ficlit.unibo.it/files/original/3eb5cd396388fbce27b700fc7a3e8ba72d825865.jpg,229538; 230042,Quarantana_0447_p.441.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p447,https://dlrc.ficlit.unibo.it/iiif/2/232492,https://dlrc.ficlit.unibo.it/iiif/2/232492/full/full/0/default.jpg,239,681,816,839,0.8425,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232492/239,681,816,839/full/0/default.jpg"
229034,https://dlrc.ficlit.unibo.it/api/items/229034,https://dlrc.ficlit.unibo.it/s/lib/item/229034,L'innominato e don Abbondio si tolgono il cappello passando davanti alla chiesa in mezzo alla folla,Quarantana_0448_p.442_1,0448,442,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Bernard",Viaggio,"Innominato; Abbondio, don; Lettighiero che si reca con don Abbondio al castello dell'innominato",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo,,https://dlrc.ficlit.unibo.it/files/original/135c0360ce043b30b5e813c78c88e147590f03ae.jpg,229539; 230043,Quarantana_0448_p.442.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p448,https://dlrc.ficlit.unibo.it/iiif/2/232493,https://dlrc.ficlit.unibo.it/iiif/2/232493/full/full/0/default.jpg,719,843,841,504,0.8377,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232493/719,843,841,504/full/0/default.jpg"
229035,https://dlrc.ficlit.unibo.it/api/items/229035,https://dlrc.ficlit.unibo.it/s/lib/item/229035,I bravi dell'innominato s'inchinano al passaggio del loro signore e di don Abbondio,Quarantana_0451_p.445_1,0451,445,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio,"Innominato; Abbondio, don; Bravi dell'innominato; Lettighiero che si reca con don Abbondio al castello dell'innominato","Malanotte, taverna della",,https://dlrc.ficlit.unibo.it/files/original/de9f0d7147fad308c5a58f09301424adb4ecd50d.jpg,229540; 230044,Quarantana_0451_p.445.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p451,https://dlrc.ficlit.unibo.it/iiif/2/232496,https://dlrc.ficlit.unibo.it/iiif/2/232496/full/full/0/default.jpg,256,606,816,698,0.868,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232496/256,606,816,698/full/0/default.jpg"
229036,https://dlrc.ficlit.unibo.it/api/items/229036,https://dlrc.ficlit.unibo.it/s/lib/item/229036,L'innominato aiuta don Abbondio a scendere da cavallo,Quarantana_0452_p.446_1,0452,446,1,Capitolo XXIII,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio,"Innominato; Abbondio, don; Lettighiero che si reca con don Abbondio al castello dell'innominato",Castello dell'innominato,,https://dlrc.ficlit.unibo.it/files/original/687a0fe8460c90ae9955a6b10e80c490aed464d7.jpg,229541; 230045,Quarantana_0452_p.446.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p452,https://dlrc.ficlit.unibo.it/iiif/2/232497,https://dlrc.ficlit.unibo.it/iiif/2/232497/full/full/0/default.jpg,871,1421,560,363,0.8036,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232497/871,1421,560,363/full/0/default.jpg"
229037,https://dlrc.ficlit.unibo.it/api/items/229037,https://dlrc.ficlit.unibo.it/s/lib/item/229037,Nave in tempesta,Quarantana_0453_p.447_1,0453,447,1,Capitolo XXIV,Intestazione,Figura allegorica,"Gonin, Francesco",Pericolo e ansia di evitarlo,,,,https://dlrc.ficlit.unibo.it/files/original/f899897e1ccc1ec55418ac96a00cc39dbb84aa29.jpg,229542; 230046,Quarantana_0453_p.447.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p453,https://dlrc.ficlit.unibo.it/iiif/2/232498,https://dlrc.ficlit.unibo.it/iiif/2/232498/full/full/0/default.jpg,245,468,816,346,0.6799,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232498/245,468,816,346/full/0/default.jpg"
229038,https://dlrc.ficlit.unibo.it/api/items/229038,https://dlrc.ficlit.unibo.it/s/lib/item/229038,Lucia appena sveglia parla con la vecchia serva,Quarantana_0453_p.447_2,0453,447,2,Capitolo XXIV,Capolettera,Scena con figure,"Gonin, Francesco",Religione; Vecchiaia,Lucia Mondella; Vecchia serva dell'innominato,Castello dell'innominato,,https://dlrc.ficlit.unibo.it/files/original/875cc81772b4bdf9de55b26cecbceae03f79583a.jpg,229543; 230047,Quarantana_0453_p.447.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p453,https://dlrc.ficlit.unibo.it/iiif/2/232498,https://dlrc.ficlit.unibo.it/iiif/2/232498/full/full/0/default.jpg,238,1095,316,422,0.856,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232498/238,1095,316,422/full/0/default.jpg"
229039,https://dlrc.ficlit.unibo.it/api/items/229039,https://dlrc.ficlit.unibo.it/s/lib/item/229039,Lucia viene liberata,Quarantana_0455_p.449_1,0455,449,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,"Lucia Mondella; Sarto del villaggio, moglie del -; Innominato; Abbondio, don",Castello dell'innominato,,https://dlrc.ficlit.unibo.it/files/original/eab496111b12c794e39f019896eeb5b8f313a772.jpg,229544; 230048,Quarantana_0455_p.449.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p455,https://dlrc.ficlit.unibo.it/iiif/2/232500,https://dlrc.ficlit.unibo.it/iiif/2/232500/full/full/0/default.jpg,243,938,816,774,0.7629,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232500/243,938,816,774/full/0/default.jpg"
229040,https://dlrc.ficlit.unibo.it/api/items/229040,https://dlrc.ficlit.unibo.it/s/lib/item/229040,L'innominato e don Abbondio accompagnagno Lucia e la buona donna al suo villaggio,Quarantana_0459_p.453_1,0459,453,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"[D'Azeglio, Massimo]",Viaggio,"Lucia Mondella; Sarto del villaggio, moglie del -; Innominato; Abbondio, don",,,https://dlrc.ficlit.unibo.it/files/original/4327b662f66f660f1880a16815c99e84f09148a7.jpg,229545; 230049,Quarantana_0459_p.453.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p459,https://dlrc.ficlit.unibo.it/iiif/2/232504,https://dlrc.ficlit.unibo.it/iiif/2/232504/full/full/0/default.jpg,237,835,841,818,0.7918,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232504/237,835,841,818/full/0/default.jpg"
229041,https://dlrc.ficlit.unibo.it/api/items/229041,https://dlrc.ficlit.unibo.it/s/lib/item/229041,Don Abbondio recupera il suo bastone e torna a muoversi a piedi,Quarantana_0461_p.455_1,0461,455,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"[Riccardi, Paolo]",,"Abbondio, don",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo,,https://dlrc.ficlit.unibo.it/files/original/89f3c081bcf4986f5520c636d5aa856ae32e82a0.jpg,229546; 230050,Quarantana_0461_p.455.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p461,https://dlrc.ficlit.unibo.it/iiif/2/232506,https://dlrc.ficlit.unibo.it/iiif/2/232506/full/full/0/default.jpg,433,1453,431,351,0.9606,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232506/433,1453,431,351/full/0/default.jpg"
229042,https://dlrc.ficlit.unibo.it/api/items/229042,https://dlrc.ficlit.unibo.it/s/lib/item/229042,La buona donna rafforza il fuoco sotto il vaso dove sta cuocendo il cappone,Quarantana_0462_p.456_1,0462,456,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",,"Sarto del villaggio, moglie del -",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/0ce9fc1285454798145fa5565409388987f34ad7.jpg,229547; 230051,Quarantana_0462_p.456.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p462,https://dlrc.ficlit.unibo.it/iiif/2/232507,https://dlrc.ficlit.unibo.it/iiif/2/232507/full/full/0/default.jpg,929,821,508,406,0.7482,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232507/929,821,508,406/full/0/default.jpg"
229043,https://dlrc.ficlit.unibo.it/api/items/229043,https://dlrc.ficlit.unibo.it/s/lib/item/229043,Lucia rinnova il voto,Quarantana_0463_p.457_1,0463,457,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,Lucia Mondella,Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/8fe22bb8477bf25380c46e58e9beddabfb0f17f7.jpg,229548; 230052,Quarantana_0463_p.457.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p463,https://dlrc.ficlit.unibo.it/iiif/2/232508,https://dlrc.ficlit.unibo.it/iiif/2/232508/full/full/0/default.jpg,255,990,792,667,0.7959,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232508/255,990,792,667/full/0/default.jpg"
229044,https://dlrc.ficlit.unibo.it/api/items/229044,https://dlrc.ficlit.unibo.it/s/lib/item/229044,Il sarto del villaggio dà il benvenuto a Lucia,Quarantana_0465_p.459_1,0465,459,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Famiglia,"Lucia Mondella; Sarto del villaggio dove s'incontrano l'innominato e il cardinale Federigo; Sarto del villaggio, moglie del -; Sarto del villaggio, figli del -",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/c3e68dda6c5f33731df8c9a4510a5dfc221b1df9.jpg,229549; 230053,Quarantana_0465_p.459.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p465,https://dlrc.ficlit.unibo.it/iiif/2/232510,https://dlrc.ficlit.unibo.it/iiif/2/232510/full/full/0/default.jpg,263,981,786,497,0.8923,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232510/263,981,786,497/full/0/default.jpg"
229045,https://dlrc.ficlit.unibo.it/api/items/229045,https://dlrc.ficlit.unibo.it/s/lib/item/229045,"Mentre sono a tavola, il sarto dà alla figlia un po' di cibo e del vino da portare a una vicina come gesto di carità",Quarantana_0467_p.461_1,0467,461,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,"Lucia Mondella; Sarto del villaggio dove s'incontrano l'innominato e il cardinale Federigo; Sarto del villaggio, moglie del -; Sarto del villaggio, figli del -",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/ab771faff6aa7e7ddcd84e8ffbe47d1deff0fe10.jpg,229550; 230054,Quarantana_0467_p.461.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p467,https://dlrc.ficlit.unibo.it/iiif/2/232512,https://dlrc.ficlit.unibo.it/iiif/2/232512/full/full/0/default.jpg,250,1199,817,595,0.8018,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232512/250,1199,817,595/full/0/default.jpg"
229046,https://dlrc.ficlit.unibo.it/api/items/229046,https://dlrc.ficlit.unibo.it/s/lib/item/229046,Lucia e Agnese si ritrovano,Quarantana_0470_p.464_1,0470,464,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Famiglia,"Lucia Mondella; Agnese, madre di Lucia",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/a90f6ebe3a305aedcd472fdd73a7313f5382089c.jpg,229551; 230055,Quarantana_0470_p.464.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p470,https://dlrc.ficlit.unibo.it/iiif/2/232515,https://dlrc.ficlit.unibo.it/iiif/2/232515/full/full/0/default.jpg,911,622,508,544,0.9201,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232515/911,622,508,544/full/0/default.jpg"
229047,https://dlrc.ficlit.unibo.it/api/items/229047,https://dlrc.ficlit.unibo.it/s/lib/item/229047,Il cardinale Federigo va a fare visita a Lucia alla casa del sarto,Quarantana_0472_p.466_1,0472,466,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Riccardi, Paolo",Religione,"Borromeo, Federigo; Curato del paese in cui avviene l'incontro dell'innominato e il Federigo; Sarto del villaggio",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/563cd2af2f1b816dbf0fb9be14eaca2aa527e1b9.jpg,229552; 230056,Quarantana_0472_p.466.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p472,https://dlrc.ficlit.unibo.it/iiif/2/232517,https://dlrc.ficlit.unibo.it/iiif/2/232517/full/full/0/default.jpg,760,860,816,604,0.8803,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232517/760,860,816,604/full/0/default.jpg"
229048,https://dlrc.ficlit.unibo.it/api/items/229048,https://dlrc.ficlit.unibo.it/s/lib/item/229048,Il cardinale Federigo parla con Lucia e Agnese ,Quarantana_0474_p.468_1,0474,468,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Loyseau",Religione,"Borromeo, Federigo; Curato del paese in cui avviene l'incontro dell'innominato e il Federigo; Sarto del villaggio; Lucia Mondella; Agnese, madre di Lucia; Sarto del villaggio, moglie del-",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/e711755ee79c0ec2a1a7e155f5b50f61da83ef4c.jpg,229553; 230057,Quarantana_0474_p.468.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p474,https://dlrc.ficlit.unibo.it/iiif/2/232519,https://dlrc.ficlit.unibo.it/iiif/2/232519/full/full/0/default.jpg,757,858,816,817,0.8341,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232519/757,858,816,817/full/0/default.jpg"
229049,https://dlrc.ficlit.unibo.it/api/items/229049,https://dlrc.ficlit.unibo.it/s/lib/item/229049,Il cardinale Federigo chiede al sarto e alla moglie di ospitare Lucia e Agnese per qualche giorno,Quarantana_0476_p.470_1,0476,470,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Religione,"Borromeo, Federigo; Curato del paese in cui avviene l'incontro dell'innominato e il Federigo; Sarto del villaggio; Sarto del villaggio, moglie del-",Villaggio in cui s'incontrano l'innominato e il cardinale Federigo; Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/247c27778f5bbdf4453b47831af9c92815e6b0fc.jpg,229554; 230058,Quarantana_0476_p.470.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p476,https://dlrc.ficlit.unibo.it/iiif/2/232521,https://dlrc.ficlit.unibo.it/iiif/2/232521/full/full/0/default.jpg,778,622,792,564,0.9501,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232521/778,622,792,564/full/0/default.jpg"
229050,https://dlrc.ficlit.unibo.it/api/items/229050,https://dlrc.ficlit.unibo.it/s/lib/item/229050,Discorso dell'innominato ai suoi bravi,Quarantana_0478_p.472_1,0478,472,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"[Gonin, Francesco]",Religione,Innominato; Bravi dell'innominato,Castello dell'innominato,,https://dlrc.ficlit.unibo.it/files/original/7b8020f8ea5974d1d00638957cd5747a9a81d551.jpg,229555; 230059,Quarantana_0478_p.472.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p478,https://dlrc.ficlit.unibo.it/iiif/2/232523,https://dlrc.ficlit.unibo.it/iiif/2/232523/full/full/0/default.jpg,765,591,816,691,0.9006,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232523/765,591,816,691/full/0/default.jpg"
229051,https://dlrc.ficlit.unibo.it/api/items/229051,https://dlrc.ficlit.unibo.it/s/lib/item/229051,L'innominato prega inginocchiato sul suo letto,Quarantana_0481_p.475_1,0481,475,1,Capitolo XXIV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Religione,Innominato,Castello dell'innominato,,https://dlrc.ficlit.unibo.it/files/original/cda34054dde5c9d0675a2ff5512c7b13ea798ba5.jpg,229556; 230060,Quarantana_0481_p.475.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p481,https://dlrc.ficlit.unibo.it/iiif/2/232526,https://dlrc.ficlit.unibo.it/iiif/2/232526/full/full/0/default.jpg,368,1146,604,489,0.7744,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232526/368,1146,604,489/full/0/default.jpg"
229052,https://dlrc.ficlit.unibo.it/api/items/229052,https://dlrc.ficlit.unibo.it/s/lib/item/229052,Due bracchi che cacciano una lepre,Quarantana_0482_p.476_1,0482,476,1,Capitolo XXV,Intestazione,Figura allegorica,"Gonin, Francesco",Investigazione,,,,https://dlrc.ficlit.unibo.it/files/original/97eb9293907ab0acfe9afe1f5cf33f57d92aae64.jpg,229557; 230061,Quarantana_0482_p.476.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p482,https://dlrc.ficlit.unibo.it/iiif/2/232527,https://dlrc.ficlit.unibo.it/iiif/2/232527/full/full/0/default.jpg,735,490,841,346,0.7781,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232527/735,490,841,346/full/0/default.jpg"
229053,https://dlrc.ficlit.unibo.it/api/items/229053,https://dlrc.ficlit.unibo.it/s/lib/item/229053,Due contadini a dialogo,Quarantana_0482_p.476_2,0482,476,2,Capitolo XXV,Capolettera,Scena con figure,"Gonin, Francesco",,Contadini nel Seicento,Paese di Renzo e Lucia,Lecco,https://dlrc.ficlit.unibo.it/files/original/bc363b929505492cbc07c1b3fc714ed744237732.jpg,229558; 230062,Quarantana_0482_p.476.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p482,https://dlrc.ficlit.unibo.it/iiif/2/232527,https://dlrc.ficlit.unibo.it/iiif/2/232527/full/full/0/default.jpg,770,1200,266,321,0.8671,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232527/770,1200,266,321/full/0/default.jpg"
229054,https://dlrc.ficlit.unibo.it/api/items/229054,https://dlrc.ficlit.unibo.it/s/lib/item/229054,Il dottor Azzecca-garbugli è mostrato a dito,Quarantana_0483_p.477_1,0483,477,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Loyseau",Folla; Giustizia,"Azzecca-garbugli, dottor",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/d73a7bb9aa1e9673a2d97d071e0d8ee1e7d08eaa.jpg,229559; 230063,Quarantana_0483_p.477.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p483,https://dlrc.ficlit.unibo.it/iiif/2/232528,https://dlrc.ficlit.unibo.it/iiif/2/232528/full/full/0/default.jpg,246,1142,841,533,0.7891,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232528/246,1142,841,533/full/0/default.jpg"
229055,https://dlrc.ficlit.unibo.it/api/items/229055,https://dlrc.ficlit.unibo.it/s/lib/item/229055,Don Abbondio se ne va indispettito dalla folla che accorre all'arrivo del cardinale Federigo ,Quarantana_0485_p.479_1,0485,479,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Bernard",Folla; Religione,"Abbondio, don",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/9d167835b9eee997d96a6a296ede833e1cf05ee9.jpg,229560; 230064,Quarantana_0485_p.479.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p485,https://dlrc.ficlit.unibo.it/iiif/2/232530,https://dlrc.ficlit.unibo.it/iiif/2/232530/full/full/0/default.jpg,255,871,841,815,0.8084,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232530/255,871,841,815/full/0/default.jpg"
229056,https://dlrc.ficlit.unibo.it/api/items/229056,https://dlrc.ficlit.unibo.it/s/lib/item/229056,Don Abbondio contento della conversione con il cardinale Federigo si sfrega le mani,Quarantana_0487_p.481_1,0487,481,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",,"Abbondio, don",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/d980073a0e2c7d76785a7600facf0dec6f0c4bdb.jpg,229561; 230065,Quarantana_0487_p.481.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p487,https://dlrc.ficlit.unibo.it/iiif/2/232532,https://dlrc.ficlit.unibo.it/iiif/2/232532/full/full/0/default.jpg,451,822,403,450,0.9556,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232532/451,822,403,450/full/0/default.jpg"
229057,https://dlrc.ficlit.unibo.it/api/items/229057,https://dlrc.ficlit.unibo.it/s/lib/item/229057,Il sarto tenta di convincere Lucia a incontrare donna Prassede,Quarantana_0489_p.483_1,0489,483,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Loyseau",Viaggio,"Sarto del villaggio dove s'incontrano l'innominato e il cardinale Federigo; Lucia Mondella; Agnese, madre di Lucia",Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/5c162ce6a86de5348ef29295c6005be731c2682b.jpg,229562; 230066,Quarantana_0489_p.483.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p489,https://dlrc.ficlit.unibo.it/iiif/2/232534,https://dlrc.ficlit.unibo.it/iiif/2/232534/full/full/0/default.jpg,257,1167,786,585,0.7693,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232534/257,1167,786,585/full/0/default.jpg"
229058,https://dlrc.ficlit.unibo.it/api/items/229058,https://dlrc.ficlit.unibo.it/s/lib/item/229058,Lucia e Agnese incontrano Donna Prassede,Quarantana_0491_p.485_1,0491,485,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio; Potere,"Prassede, donna, moglie di don Ferrante; Lucia Mondella; Agnese, madre di Lucia",Casa di Tommaso Dalceppo o del sarto,,https://dlrc.ficlit.unibo.it/files/original/cdaf5efc5dd9a58619a908f835b39273b653d49b.jpg,229563; 230067,Quarantana_0491_p.485.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p491,https://dlrc.ficlit.unibo.it/iiif/2/232536,https://dlrc.ficlit.unibo.it/iiif/2/232536/full/full/0/default.jpg,269,1061,786,676,0.8193,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232536/269,1061,786,676/full/0/default.jpg"
229059,https://dlrc.ficlit.unibo.it/api/items/229059,https://dlrc.ficlit.unibo.it/s/lib/item/229059,Lucia e Agnese vengono accolte al loro paese da uno sciame festante di amici,Quarantana_0493_p.487_1,0493,487,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Viaggio; Folla,"Lucia Mondella; Agnese, madre di Lucia; Paesani del paese di Renzo e Lucia",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/b71935a8cf940795d476f8b1e53eef64fe602585.jpg,229564; 230068,Quarantana_0493_p.487.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p493,https://dlrc.ficlit.unibo.it/iiif/2/232538,https://dlrc.ficlit.unibo.it/iiif/2/232538/full/full/0/default.jpg,237,1178,816,582,0.9059,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232538/237,1178,816,582/full/0/default.jpg"
229060,https://dlrc.ficlit.unibo.it/api/items/229060,https://dlrc.ficlit.unibo.it/s/lib/item/229060,Il cardinale Federigo chiede spiegazioni a Don Abbondio del mancato matrimonio,Quarantana_0495_p.489_1,0495,489,1,Capitolo XXV,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Cultura,"Abbondio, don; Borromeo, Federigo",Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/bcfd27161eb494bb94ad79a7383bd5501a0f32c0.jpg,229565; 230069,Quarantana_0495_p.489.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p495,https://dlrc.ficlit.unibo.it/iiif/2/232540,https://dlrc.ficlit.unibo.it/iiif/2/232540/full/full/0/default.jpg,243,964,834,806,0.8905,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232540/243,964,834,806/full/0/default.jpg"
