item_id,item_api_url,item_page_url,title,identifier,scan_number,printed_page,position_on_page,chapter,illustration_type,visual_typology,creators,subjects,characters,narrative_place,geographic_place,illustration_image_url,media_ids,canvas_label,canvas_id,page_iiif_image_service,page_full_image_url,x,y,w,h,match_score,match_method,iiif_region_url
228769,https://dlrc.ficlit.unibo.it/api/items/228769,https://dlrc.ficlit.unibo.it/s/lib/item/228769,Frontespizio,Quarantana_0007_p.[1]_1,0007,[1],1,,Frontespizio morto,,"Gonin, Francesco; Sacchi, Luigi",Amore; Famiglia; Morte; Religione; Violenza,"Abbondio, don; Agnese, madre di Lucia; Azzecca-garbugli, dottor; Cristoforo, padre; Gertrude; Innominato; Lucia Mondella; Renzo Tramaglino; Rodrigo, don",,,https://dlrc.ficlit.unibo.it/files/original/e727842ae416a59d7facd37e7370b287f26ddf0b.jpg,229274; 229778,Quarantana_0007_p.[1].jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p7,https://dlrc.ficlit.unibo.it/iiif/2/232052,https://dlrc.ficlit.unibo.it/iiif/2/232052/full/full/0/default.jpg,296,567,841,1111,0.9646,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232052/296,567,841,1111/full/0/default.jpg"
228770,https://dlrc.ficlit.unibo.it/api/items/228770,https://dlrc.ficlit.unibo.it/s/lib/item/228770,"Lucia, circondata da forze maligne, viene protetta da un angelo",Quarantana_0009_p.[3]_1,0009,[3],1,,Frontespizio tipografico,,"Gonin, Francesco; Sacchi, Luigi; Bernard",Provvidenza; Religione,Lucia Mondella,,,https://dlrc.ficlit.unibo.it/files/original/b7402a91013389095f5d2d9a7257bfb5c28f896b.jpg,229275; 229779,Quarantana_0009_p.[3].jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p9,https://dlrc.ficlit.unibo.it/iiif/2/232054,https://dlrc.ficlit.unibo.it/iiif/2/232054/full/full/0/default.jpg,382,1128,713,528,0.7836,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232054/382,1128,713,528/full/0/default.jpg"
228771,https://dlrc.ficlit.unibo.it/api/items/228771,https://dlrc.ficlit.unibo.it/s/lib/item/228771,Genietto con torce,Quarantana_0011_p.5_1,0011,5,1,Introduzione,Intestazione,Figura allegorica,"Gonin, Francesco",Passioni; Religione,,,,https://dlrc.ficlit.unibo.it/files/original/7f8e5d310fc2c72e480c2591c5ff7b8d2d4dc25c.jpg,229276; 229780,Quarantana_0011_p.5.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p11,https://dlrc.ficlit.unibo.it/iiif/2/232056,https://dlrc.ficlit.unibo.it/iiif/2/232056/full/full/0/default.jpg,307,484,848,340,0.6738,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232056/307,484,848,340/full/0/default.jpg"
228772,https://dlrc.ficlit.unibo.it/api/items/228772,https://dlrc.ficlit.unibo.it/s/lib/item/228772,Iniziale dell'introduzione (L). Lettore seduto al tavolo,Quarantana_0011_p.5_2,0011,5,2,Introduzione,Capolettera,Scena con figure,"Gonin, Francesco",Romanzo; Storia,"Manzoni, Alessandro",,,https://dlrc.ficlit.unibo.it/files/original/e42edc79190c6b289b64255f4430c095a7c2c95e.jpg,229277; 229781,Quarantana_0011_p.5.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p11,https://dlrc.ficlit.unibo.it/iiif/2/232056,https://dlrc.ficlit.unibo.it/iiif/2/232056/full/full/0/default.jpg,297,1363,284,339,0.9716,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232056/297,1363,284,339/full/0/default.jpg"
228773,https://dlrc.ficlit.unibo.it/api/items/228773,https://dlrc.ficlit.unibo.it/s/lib/item/228773,Il lettore davanti al fuoco,Quarantana_0014_p.8_1,0014,8,1,Introduzione,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Romanzo; Storia,"Manzoni, Alessandro",,,https://dlrc.ficlit.unibo.it/files/original/bc07a3142348b609e1c292e4f0bcdb93b3dc8605.jpg,229278; 229782,Quarantana_0014_p.8.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p14,https://dlrc.ficlit.unibo.it/iiif/2/232059,https://dlrc.ficlit.unibo.it/iiif/2/232059/full/full/0/default.jpg,733,1035,816,513,0.6779,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232059/733,1035,816,513/full/0/default.jpg"
228774,https://dlrc.ficlit.unibo.it/api/items/228774,https://dlrc.ficlit.unibo.it/s/lib/item/228774,Il ponte sul lago di Como,Quarantana_0015_p.9_1,0015,9,1,Capitolo I,Intestazione,Paesaggio naturale,"Riccardi, Luigi; Sacchi, Luigi",Viaggio,,"Lecco, ponte di","Como, lago di",https://dlrc.ficlit.unibo.it/files/original/a2047fa88cdc035f78ea47ce5854073c9734711b.jpg,229279; 229783,Quarantana_0015_p.9.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p15,https://dlrc.ficlit.unibo.it/iiif/2/232060,https://dlrc.ficlit.unibo.it/iiif/2/232060/full/full/0/default.jpg,257,441,848,423,0.7516,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232060/257,441,848,423/full/0/default.jpg"
228775,https://dlrc.ficlit.unibo.it/api/items/228775,https://dlrc.ficlit.unibo.it/s/lib/item/228775,Iniziale del capitolo I (Q). Arco del ponte con sentiero,Quarantana_0015_p.9_2,0015,9,2,Capitolo I,Capolettera,Paesaggio naturale,"[Riccardi, Luigi]; Sheeres, Charles William",Natura; Viaggio,,,,https://dlrc.ficlit.unibo.it/files/original/ce824d4ecec04a05ea95c8399837e9d91b81ec91.jpg,229280; 229784,Quarantana_0015_p.9.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p15,https://dlrc.ficlit.unibo.it/iiif/2/232060,https://dlrc.ficlit.unibo.it/iiif/2/232060/full/full/0/default.jpg,281,1288,307,370,0.7405,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232060/281,1288,307,370/full/0/default.jpg"
228776,https://dlrc.ficlit.unibo.it/api/items/228776,https://dlrc.ficlit.unibo.it/s/lib/item/228776,Veduta di Lecco,Quarantana_0017_p.11_1,0017,11,1,Capitolo I,Altre illustrazioni,Paesaggio naturale,"Riccardi, Luigi; Sacchi, Luigi",Natura; Viaggio,,"Lecco, ponte di","Como, lago di",https://dlrc.ficlit.unibo.it/files/original/f82a1d98c44606fc8aa4e0bf8650d1ac6da65b72.jpg,229281; 229785,Quarantana_0017_p.11.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p17,https://dlrc.ficlit.unibo.it/iiif/2/232062,https://dlrc.ficlit.unibo.it/iiif/2/232062/full/full/0/default.jpg,295,889,873,727,0.8715,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232062/295,889,873,727/full/0/default.jpg"
228777,https://dlrc.ficlit.unibo.it/api/items/228777,https://dlrc.ficlit.unibo.it/s/lib/item/228777,La lettura delle gride,Quarantana_0019_p.13_1,0019,13,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Legge nel Seicento; Storia,Bravi,,Milano,https://dlrc.ficlit.unibo.it/files/original/9a4b39f3006c03f3a1adc62a8f2768c8b21e676b.jpg,229282; 229786,Quarantana_0019_p.13.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p19,https://dlrc.ficlit.unibo.it/iiif/2/232064,https://dlrc.ficlit.unibo.it/iiif/2/232064/full/full/0/default.jpg,253,1013,873,623,0.8128,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232064/253,1013,873,623/full/0/default.jpg"
228778,https://dlrc.ficlit.unibo.it/api/items/228778,https://dlrc.ficlit.unibo.it/s/lib/item/228778,Don Abbondio incontra i bravi,Quarantana_0022_p.16_1,0022,16,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Potere; Religione,"Abbondio, don; Bravi di don Rodrigo",,,https://dlrc.ficlit.unibo.it/files/original/dd436eea15f5ced59c7b35133457278e1549085c.jpg,229283; 229787,Quarantana_0022_p.16.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p22,https://dlrc.ficlit.unibo.it/iiif/2/232067,https://dlrc.ficlit.unibo.it/iiif/2/232067/full/full/0/default.jpg,702,1006,841,828,0.9259,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232067/702,1006,841,828/full/0/default.jpg"
228779,https://dlrc.ficlit.unibo.it/api/items/228779,https://dlrc.ficlit.unibo.it/s/lib/item/228779,Don Abbondio cerca una via di fuga,Quarantana_0023_p.17_1,0023,17,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Pericolo e ansia di evitarlo,"Abbondio, don; Bravi di don Rodrigo",,,https://dlrc.ficlit.unibo.it/files/original/c96d6eae84cefd5bf51be16be47f98c43d737236.jpg,229284; 229788,Quarantana_0023_p.17.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p23,https://dlrc.ficlit.unibo.it/iiif/2/232068,https://dlrc.ficlit.unibo.it/iiif/2/232068/full/full/0/default.jpg,404,968,523,446,0.9637,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232068/404,968,523,446/full/0/default.jpg"
228780,https://dlrc.ficlit.unibo.it/api/items/228780,https://dlrc.ficlit.unibo.it/s/lib/item/228780,Don Abbondio cerca di ragionare con i bravi,Quarantana_0024_p.18_1,0024,18,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Pericolo e ansia di evitarlo; Potere,"Abbondio, don; Bravi di don Rodrigo",,,https://dlrc.ficlit.unibo.it/files/original/6e18dbd2a08d87cfec470b44074f2de527f7c4d0.jpg,229285; 229789,Quarantana_0024_p.18.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p24,https://dlrc.ficlit.unibo.it/iiif/2/232069,https://dlrc.ficlit.unibo.it/iiif/2/232069/full/full/0/default.jpg,699,1041,848,704,0.941,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232069/699,1041,848,704/full/0/default.jpg"
228781,https://dlrc.ficlit.unibo.it/api/items/228781,https://dlrc.ficlit.unibo.it/s/lib/item/228781,Ritratto di don Rodrigo,Quarantana_0025_p.19_1,0025,19,1,Capitolo I,Altre illustrazioni,Ritratto,"Gonin, Francesco; Bernard; Pollet",Potere,"Rodrigo, don",,,https://dlrc.ficlit.unibo.it/files/original/d196b338b7fa24ca22cc6b536cb306617a6d27fc.jpg,229286; 229790,Quarantana_0025_p.19.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p25,https://dlrc.ficlit.unibo.it/iiif/2/232070,https://dlrc.ficlit.unibo.it/iiif/2/232070/full/full/0/default.jpg,349,1039,641,697,0.8252,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232070/349,1039,641,697/full/0/default.jpg"
228782,https://dlrc.ficlit.unibo.it/api/items/228782,https://dlrc.ficlit.unibo.it/s/lib/item/228782,Processione di confratelli,Quarantana_0028_p.22_1,0028,22,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Folla; Potere; Storia,,,,https://dlrc.ficlit.unibo.it/files/original/8f0480b619e6ff58aafffc4aba4a0fcba388b808.jpg,229287; 229791,Quarantana_0028_p.22.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p28,https://dlrc.ficlit.unibo.it/iiif/2/232073,https://dlrc.ficlit.unibo.it/iiif/2/232073/full/full/0/default.jpg,686,1253,843,518,0.9241,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232073/686,1253,843,518/full/0/default.jpg"
228783,https://dlrc.ficlit.unibo.it/api/items/228783,https://dlrc.ficlit.unibo.it/s/lib/item/228783,Don Abbondio che disputa,Quarantana_0030_p.24_1,0030,24,1,Capitolo I,Altre illustrazioni,Scena con figure,"Riccardi, Paolo; Sacchi, Luigi; Bernard",Potere; Religione,"Abbondio, don",,,https://dlrc.ficlit.unibo.it/files/original/0115102ba86bb3b0194175c5fe55dce775a510e8.jpg,229288; 229792,Quarantana_0030_p.24.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p30,https://dlrc.ficlit.unibo.it/iiif/2/232075,https://dlrc.ficlit.unibo.it/iiif/2/232075/full/full/0/default.jpg,753,1081,741,572,0.8367,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232075/753,1081,741,572/full/0/default.jpg"
228784,https://dlrc.ficlit.unibo.it/api/items/228784,https://dlrc.ficlit.unibo.it/s/lib/item/228784,Don Abbondio e don Rodrigo,Quarantana_0032_p.26_1,0032,26,1,Capitolo I,Altre illustrazioni,Scena con figure,"Riccardi, Paolo; Sacchi, Luigi; Bernard",Potere,"Abbondio, don; Rodrigo, don",,,https://dlrc.ficlit.unibo.it/files/original/7f1226249075bad5662e17df9c4d932ffa6dfa01.jpg,229289; 229793,Quarantana_0032_p.26.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p32,https://dlrc.ficlit.unibo.it/iiif/2/232077,https://dlrc.ficlit.unibo.it/iiif/2/232077/full/full/0/default.jpg,792,690,686,590,0.8365,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232077/792,690,686,590/full/0/default.jpg"
228785,https://dlrc.ficlit.unibo.it/api/items/228785,https://dlrc.ficlit.unibo.it/s/lib/item/228785,Don Abbondio parla con Perpetua,Quarantana_0033_p.27_1,0033,27,1,Capitolo I,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Loyseau; Sacchi, Luigi",Pericolo e ansia di evitarlo,"Abbondio, don; Perpetua, serva di don Abbondio",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/88cb7cb137d4e7c6548a7d5e824b207f37e7fb79.jpg,229290; 229794,Quarantana_0033_p.27.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p33,https://dlrc.ficlit.unibo.it/iiif/2/232078,https://dlrc.ficlit.unibo.it/iiif/2/232078/full/full/0/default.jpg,210,1137,848,554,0.8068,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232078/210,1137,848,554/full/0/default.jpg"
228786,https://dlrc.ficlit.unibo.it/api/items/228786,https://dlrc.ficlit.unibo.it/s/lib/item/228786,Don Abbondio fa segno a Perpetua di fare silenzio,Quarantana_0036_p.30_1,0036,30,1,Capitolo I,Altre illustrazioni,Scena con figure,"Riccardi, Luigi; Sacchi, Luigi",Pericolo e ansia di evitarlo,"Abbondio, don; Perpetua, serva di don Abbondio",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/cb47fe6bf619843c1e68a0597b51328bebdc6f78.jpg,229291; 229795,Quarantana_0036_p.30.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p36,https://dlrc.ficlit.unibo.it/iiif/2/232081,https://dlrc.ficlit.unibo.it/iiif/2/232081/full/full/0/default.jpg,719,900,763,573,0.9342,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232081/719,900,763,573/full/0/default.jpg"
228787,https://dlrc.ficlit.unibo.it/api/items/228787,https://dlrc.ficlit.unibo.it/s/lib/item/228787,Mano con pugnale che impedisce alle due giovani mani di unirsi,Quarantana_0037_p.31_1,0037,31,1,Capitolo II,Intestazione,Figura allegorica,"Gonin, Francesco",Amore; Potere; Violenza,,,,https://dlrc.ficlit.unibo.it/files/original/2ae3247d33464ba223407ef0ab404ed03ac00c88.jpg,229292; 229796,Quarantana_0037_p.31.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p37,https://dlrc.ficlit.unibo.it/iiif/2/232082,https://dlrc.ficlit.unibo.it/iiif/2/232082/full/full/0/default.jpg,226,457,848,323,0.6496,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232082/226,457,848,323/full/0/default.jpg"
228788,https://dlrc.ficlit.unibo.it/api/items/228788,https://dlrc.ficlit.unibo.it/s/lib/item/228788,Il principe di Condè,Quarantana_0037_p.31_2,0037,31,2,Capitolo II,Capolettera,Ritratto,"[Gonin, Francesco]",Storia,"Condé, Luigi II di Borbone, principe di",,,https://dlrc.ficlit.unibo.it/files/original/18443458c63c0b9c3d2fa08eb84c20ea074f89a8.jpg,229293; 229797,Quarantana_0037_p.31.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p37,https://dlrc.ficlit.unibo.it/iiif/2/232082,https://dlrc.ficlit.unibo.it/iiif/2/232082/full/full/0/default.jpg,237,1114,329,404,0.8429,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232082/237,1114,329,404/full/0/default.jpg"
228789,https://dlrc.ficlit.unibo.it/api/items/228789,https://dlrc.ficlit.unibo.it/s/lib/item/228789,Gli incubi di don Abbondio,Quarantana_0038_p.32_1,0038,32,1,Capitolo II,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Pericolo e ansia di evitarlo; Potere; Violenza,"Abbondio, don; Bravi di don Rodrigo; Renzo Tramaglino; Rodrigo, don",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/74fc991d0bcf52644565b87aa6f7b88b7159b4ee.jpg,229294; 229798,Quarantana_0038_p.32.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p38,https://dlrc.ficlit.unibo.it/iiif/2/232083,https://dlrc.ficlit.unibo.it/iiif/2/232083/full/full/0/default.jpg,689,1027,848,472,0.6959,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232083/689,1027,848,472/full/0/default.jpg"
228790,https://dlrc.ficlit.unibo.it/api/items/228790,https://dlrc.ficlit.unibo.it/s/lib/item/228790,Ritratto di Renzo,Quarantana_0039_p.33_1,0039,33,1,Capitolo II,Altre illustrazioni,Ritratto,"Gonin, Francesco; Sacchi, Luigi; Bernard",Matrimonio,Renzo Tramaglino,,,https://dlrc.ficlit.unibo.it/files/original/044c48aac81b1c976a94ddc5b4feb5b5ca0cf4c5.jpg,229295; 229799,Quarantana_0039_p.33.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p39,https://dlrc.ficlit.unibo.it/iiif/2/232084,https://dlrc.ficlit.unibo.it/iiif/2/232084/full/full/0/default.jpg,294,583,666,659,0.9373,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232084/294,583,666,659/full/0/default.jpg"
228791,https://dlrc.ficlit.unibo.it/api/items/228791,https://dlrc.ficlit.unibo.it/s/lib/item/228791,Don Abbondio cerca di calmare Renzo,Quarantana_0042_p.36_1,0042,36,1,Capitolo II,Altre illustrazioni,Scena con figure,"Riccardi, Paolo; Sacchi, Luigi",Cultura; Persuasione e inadeguati mezzi per ottenerla; Potere,"Abbondio, don; Renzo Tramaglino",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/db8ad084cfd9fd037a2478d91dd40921f32dfb9f.jpg,229296; 229800,Quarantana_0042_p.36.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p42,https://dlrc.ficlit.unibo.it/iiif/2/232087,https://dlrc.ficlit.unibo.it/iiif/2/232087/full/full/0/default.jpg,806,1234,692,588,0.9297,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232087/806,1234,692,588/full/0/default.jpg"
228792,https://dlrc.ficlit.unibo.it/api/items/228792,https://dlrc.ficlit.unibo.it/s/lib/item/228792,Renzo incontra Perpetua,Quarantana_0044_p.38_1,0044,38,1,Capitolo II,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Pollet",Persuasione e inadeguati mezzi per ottenerla,"Perpetua, serva di don Abbondio; Renzo Tramaglino",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/b89010f41f836c637b3a147c1a97c8f06f9448dc.jpg,229297; 229801,Quarantana_0044_p.38.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p44,https://dlrc.ficlit.unibo.it/iiif/2/232089,https://dlrc.ficlit.unibo.it/iiif/2/232089/full/full/0/default.jpg,815,1154,713,564,0.9318,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232089/815,1154,713,564/full/0/default.jpg"
228793,https://dlrc.ficlit.unibo.it/api/items/228793,https://dlrc.ficlit.unibo.it/s/lib/item/228793,Renzo minaccia don Abbondio,Quarantana_0046_p.40_1,0046,40,1,Capitolo II,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Ira; Vendetta; Violenza,"Abbondio, don; Renzo Tramaglino",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/9ea88b8a728afc2c4ea41436f8b4749ed20ecde8.jpg,229298; 229802,Quarantana_0046_p.40.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p46,https://dlrc.ficlit.unibo.it/iiif/2/232091,https://dlrc.ficlit.unibo.it/iiif/2/232091/full/full/0/default.jpg,761,700,841,633,0.8956,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232091/761,700,841,633/full/0/default.jpg"
228794,https://dlrc.ficlit.unibo.it/api/items/228794,https://dlrc.ficlit.unibo.it/s/lib/item/228794,Ritratto di Lucia,Quarantana_0049_p.43_1,0049,43,1,Capitolo II,Altre illustrazioni,Ritratto,"Gonin, Francesco",Matrimonio,Lucia Mondella,,,https://dlrc.ficlit.unibo.it/files/original/81bc4c6d42eb2c23799e508d0f9919b23aab60eb.jpg,229299; 229803,Quarantana_0049_p.43.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p49,https://dlrc.ficlit.unibo.it/iiif/2/232094,https://dlrc.ficlit.unibo.it/iiif/2/232094/full/full/0/default.jpg,254,504,741,793,0.8303,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232094/254,504,741,793/full/0/default.jpg"
228795,https://dlrc.ficlit.unibo.it/api/items/228795,https://dlrc.ficlit.unibo.it/s/lib/item/228795,Bettina prende Lucia in disparte,Quarantana_0051_p.45_1,0051,45,1,Capitolo II,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Matrimonio,"Bettina, fanciulletta messaggera di Renzo a Lucia; Lucia Mondella; Paesani del paese di Renzo e Lucia",Casa di Lucia,,https://dlrc.ficlit.unibo.it/files/original/b8b6f5244c5a9da89a2d89deccd7bdddac9e3803.jpg,229300; 229804,Quarantana_0051_p.45.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p51,https://dlrc.ficlit.unibo.it/iiif/2/232096,https://dlrc.ficlit.unibo.it/iiif/2/232096/full/full/0/default.jpg,221,738,841,570,0.9631,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232096/221,738,841,570/full/0/default.jpg"
228796,https://dlrc.ficlit.unibo.it/api/items/228796,https://dlrc.ficlit.unibo.it/s/lib/item/228796,Il febbrone di don Abbondio,Quarantana_0052_p.46_1,0052,46,1,Capitolo II,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",,"Perpetua, serva di don Abbondio",Casa di don Abbondio,,https://dlrc.ficlit.unibo.it/files/original/469e05761c77884b6893b9bf0217470985397228.jpg,229301; 229805,Quarantana_0052_p.46.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p52,https://dlrc.ficlit.unibo.it/iiif/2/232097,https://dlrc.ficlit.unibo.it/iiif/2/232097/full/full/0/default.jpg,808,1101,713,624,0.811,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232097/808,1101,713,624/full/0/default.jpg"
228797,https://dlrc.ficlit.unibo.it/api/items/228797,https://dlrc.ficlit.unibo.it/s/lib/item/228797,Lotta tra la colomba e il serpente,Quarantana_0053_p.47_1,0053,47,1,Capitolo III,Intestazione,Figura allegorica,"Gonin, Francesco; Sacchi, Luigi",Potere; Violenza,,,,https://dlrc.ficlit.unibo.it/files/original/e16baac40d3532c581ce286ceb2c457ff295f62a.jpg,229302; 229806,Quarantana_0053_p.47.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p53,https://dlrc.ficlit.unibo.it/iiif/2/232098,https://dlrc.ficlit.unibo.it/iiif/2/232098/full/full/0/default.jpg,209,408,841,364,0.7382,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232098/209,408,841,364/full/0/default.jpg"
228798,https://dlrc.ficlit.unibo.it/api/items/228798,https://dlrc.ficlit.unibo.it/s/lib/item/228798,Iniziale del capitolo III (L). Lucia cammina verso casa,Quarantana_0053_p.47_2,0053,47,2,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Pericolo e ansia di evitarlo,Lucia Mondella,Paese di Renzo e Lucia,,https://dlrc.ficlit.unibo.it/files/original/0825a4a08d386df918e7021529a12d1c8a9240a4.jpg,229303; 229807,Quarantana_0053_p.47.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p53,https://dlrc.ficlit.unibo.it/iiif/2/232098,https://dlrc.ficlit.unibo.it/iiif/2/232098/full/full/0/default.jpg,201,1049,415,429,0.7204,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232098/201,1049,415,429/full/0/default.jpg"
228799,https://dlrc.ficlit.unibo.it/api/items/228799,https://dlrc.ficlit.unibo.it/s/lib/item/228799,Il dottor Azzecca-garbugli legge appoggiato al tavolo,Quarantana_0056_p.50_1,0056,50,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco",Cultura; Legge nel Seicento,"Azzecca-garbugli, dottor",Studio dell'Azzecca-garbugli,Lecco,https://dlrc.ficlit.unibo.it/files/original/41c5d4ae98a3f74fe0085cc236d1eed218600b73.jpg,229304; 229808,Quarantana_0056_p.50.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p56,https://dlrc.ficlit.unibo.it/iiif/2/232101,https://dlrc.ficlit.unibo.it/iiif/2/232101/full/full/0/default.jpg,916,554,508,560,0.8791,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232101/916,554,508,560/full/0/default.jpg"
228800,https://dlrc.ficlit.unibo.it/api/items/228800,https://dlrc.ficlit.unibo.it/s/lib/item/228800,Renzo si incammina verso Lecco con i capponi,Quarantana_0057_p.51_1,0057,51,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi; Bernard",Ira,Renzo Tramaglino,,,https://dlrc.ficlit.unibo.it/files/original/0f2127d99575ca229c17cbd0488cfceb1e638d14.jpg,229305; 229809,Quarantana_0057_p.51.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p57,https://dlrc.ficlit.unibo.it/iiif/2/232102,https://dlrc.ficlit.unibo.it/iiif/2/232102/full/full/0/default.jpg,383,818,493,485,0.7627,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232102/383,818,493,485/full/0/default.jpg"
228801,https://dlrc.ficlit.unibo.it/api/items/228801,https://dlrc.ficlit.unibo.it/s/lib/item/228801,Il dottor Azzecca-garbugli legge la grida a Renzo,Quarantana_0059_p.53_1,0059,53,1,Capitolo III,Altre illustrazioni,Scena con figure,"Gonin, Francesco; Sacchi, Luigi",Legge nel Seicento; Potere,"Azzecca-garbugli, dottor; Renzo Tramaglino",Studio dell'Azzecca-garbugli,Lecco,https://dlrc.ficlit.unibo.it/files/original/35ab22b93b0dc43f48e8acf62bd0227e5f36c3c6.jpg,229306; 229810,Quarantana_0059_p.53.jpg,https://dlrc.ficlit.unibo.it/iiif/2/232045/canvas/p59,https://dlrc.ficlit.unibo.it/iiif/2/232104,https://dlrc.ficlit.unibo.it/iiif/2/232104/full/full/0/default.jpg,225,779,786,598,0.7601,ncc,"https://dlrc.ficlit.unibo.it/iiif/2/232104/225,779,786,598/full/0/default.jpg"
